SubscriptionID,CustomerID,CustomerName,Email,Country,Plan,BillingCycle,SubscriptionStartDate,SubscriptionEndDate,Status,AutoRenew,PaymentMethod,DiscountPercent,AmountPaidUSD,SignupChannel,LastUpdated
SUB018115,C018115,Meera Moore,meeramoore18115@company.com,France,Basic,Quarterly,02-04-2024,,Active,No,NetBanking,10,26.97,Sales,11-05-2024
SUB013855,C013855,Ethan Sharma,ethansharma13855@company.com,France,Standard,Yearly,03-06-2022,,Active,No,Debit Card,0,239.88,Mobile App,21-06-2022
SUB006724,C006724,Riya Moore,riyamoore6724@hotmail.com,Singapore,Enterprise,Yearly,07-05-2024,02-05-2025,Cancelled,No,Debit Card,15,1019.9,Web,10-07-2024
SUB017677,C017677,Mason Roy,masonroy17677@company.com,UAE,Enterprise,Quarterly,30-05-2023,,Active,Yes,Credit Card,0,299.97,Partner,15-08-2023
SUB017787,C017787,Kunal Malhotra,kunalmalhotra17787@hotmail.com,Germany,Basic,Yearly,23-08-2024,,Active,No,Debit Card,15,101.9,Web,06-11-2024
SUB019407,C019407,Olivia Das,oliviadas19407@outlook.com,Australia,Basic,Quarterly,03-05-2025,,Active,Yes,Debit Card,0,29.97,Sales,28-07-2025
SUB004299,C004299,Isha Reddy,ishareddy4299@yahoo.com,UAE,Enterprise,Monthly,30-05-2023,29-06-2023,Paused,No,PayPal,20,79.99,Mobile App,15-06-2023
SUB011104,C011104,Liam Nair,liamnair11104@company.com,Germany,Basic,Yearly,27-03-2022,,Active,No,Bank Transfer,10,107.89,Partner,23-04-2022
SUB012827,C012827,Olivia Jain,oliviajain12827@outlook.com,France,Enterprise,Monthly,13-09-2022,13-10-2022,Cancelled,No,NetBanking,0,99.99,Sales,24-10-2022
SUB005935,C005935,Olivia Patel,oliviapatel5935@company.com,UK,Standard,Yearly,20-03-2023,,Active,No,Credit Card,0,239.88,Mobile App,12-04-2023
SUB018839,C018839,Kunal Joshi,kunaljoshi18839@hotmail.com,Canada,Premium,Yearly,11-06-2025,06-06-2026,Paused,No,Debit Card,0,479.88,Sales,07-09-2025
SUB003197,C003197,Olivia Roy,oliviaroy3197@company.com,Germany,Standard,Quarterly,22-04-2024,21-07-2024,Expired,No,Bank Transfer,20,47.98,Partner,04-06-2024
SUB010282,C010282,Kunal Brown,kunalbrown10282@yahoo.com,India,Premium,Quarterly,19-09-2023,,Active,Yes,PayPal,0,119.97,Mobile App,20-11-2023
SUB008752,C008752,Pooja Wilson,poojawilson8752@gmail.com,India,Premium,Yearly,02-08-2022,28-07-2023,Expired,No,PayPal,0,479.88,Partner,19-08-2022
SUB018267,C018267,Olivia Chopra,oliviachopra18267@company.com,France,Basic,Yearly,24-06-2023,,Active,No,Bank Transfer,0,119.88,Sales,31-07-2023
SUB012939,C012939,Ethan Joshi,ethanjoshi12939@hotmail.com,Canada,Premium,Yearly,01-04-2023,,Active,No,NetBanking,15,407.9,Partner,23-06-2023
SUB000760,C000760,Rohit Taylor,rohittaylor760@yahoo.com,UK,Premium,Monthly,15-03-2023,14-04-2023,Cancelled,No,UPI,0,39.99,Partner,07-06-2023
SUB018089,C018089,Rahul Moore,rahulmoore18089@gmail.com,USA,Enterprise,Quarterly,22-03-2025,,Active,No,Credit Card,0,299.97,Web,14-06-2025
SUB003942,C003942,Sneha Nair,snehanair3942@company.com,Canada,Premium,Quarterly,18-04-2023,17-07-2023,Expired,No,NetBanking,0,119.97,Mobile App,28-04-2023
SUB007766,C007766,Saurav Jackson,sauravjackson7766@yahoo.com,USA,Enterprise,Yearly,21-07-2022,,Active,No,Debit Card,0,1199.88,Sales,14-09-2022
SUB010768,C010768,Emma Gupta,emmagupta10768@yahoo.com,UAE,Premium,Monthly,06-12-2022,,Active,Yes,PayPal,0,39.99,Mobile App,09-02-2023
SUB004306,C004306,Meera Bhat,meerabhat4306@outlook.com,India,Basic,Monthly,15-03-2025,,Active,Yes,NetBanking,0,9.99,Sales,21-03-2025
SUB002669,C002669,Aditya Brown,adityabrown2669@outlook.com,UK,Premium,Yearly,29-06-2022,,Active,No,Debit Card,0,479.88,Mobile App,09-07-2022
SUB010479,C010479,Noah Taylor,noahtaylor10479@hotmail.com,France,Premium,Yearly,17-02-2025,12-02-2026,Paused,No,Bank Transfer,5,455.89,Partner,17-02-2025
SUB006627,C006627,Ethan Thomas,ethanthomas6627@gmail.com,Singapore,Premium,Quarterly,11-08-2023,09-11-2023,Paused,No,Credit Card,0,119.97,Sales,06-11-2023
SUB009453,C009453,Amit Singh,amitsingh9453@outlook.com,USA,Basic,Quarterly,01-11-2023,30-01-2024,Expired,No,PayPal,15,25.47,Web,06-12-2023
SUB003083,C003083,Kunal Bhat,kunalbhat3083@yahoo.com,USA,Basic,Quarterly,29-01-2022,,Active,Yes,Debit Card,5,28.47,Mobile App,17-02-2022
SUB010690,C010690,Pooja Bose,poojabose10690@yahoo.com,France,Premium,Quarterly,21-11-2025,,Active,Yes,Bank Transfer,0,119.97,Web,30-11-2025
SUB016448,C016448,Noah Saxena,noahsaxena16448@hotmail.com,USA,Standard,Monthly,13-05-2023,,Active,No,PayPal,0,19.99,Web,27-05-2023
SUB001175,C001175,Ava Jain,avajain1175@yahoo.com,UK,Premium,Yearly,27-08-2022,,Active,No,NetBanking,0,479.88,Mobile App,15-11-2022
SUB003717,C003717,Olivia Mehta,oliviamehta3717@outlook.com,USA,Standard,Quarterly,27-06-2025,,Active,Yes,Credit Card,0,59.97,Partner,17-07-2025
SUB005449,C005449,Rohit Bhat,rohitbhat5449@outlook.com,USA,Enterprise,Quarterly,05-11-2025,,Active,Yes,UPI,5,284.97,Sales,11-01-2026
SUB016381,C016381,Kiran Wilson,kiranwilson16381@outlook.com,Germany,Premium,Yearly,01-01-2024,26-12-2024,Cancelled,No,Bank Transfer,0,479.88,Mobile App,02-01-2024
SUB000052,C000052,Kiran Anderson,kirananderson52@outlook.com,USA,Basic,Monthly,27-02-2025,,Active,Yes,NetBanking,15,8.49,Partner,22-03-2025
SUB007882,C007882,Nikhil Mehta,nikhilmehta7882@outlook.com,Singapore,Standard,Quarterly,14-05-2025,,Active,Yes,Bank Transfer,5,56.97,Sales,22-06-2025
SUB007699,C007699,Pooja Jackson,poojajackson7699@gmail.com,India,Enterprise,Quarterly,11-06-2024,,Active,Yes,UPI,0,299.97,Sales,30-06-2024
SUB015852,C015852,Ethan Smith,ethansmith15852@yahoo.com,UK,Premium,Yearly,27-11-2024,,Active,No,Credit Card,20,383.9,Partner,04-12-2024
SUB009367,C009367,Sophia Gupta,sophiagupta9367@outlook.com,UK,Premium,Yearly,12-01-2024,,Active,No,Credit Card,0,479.88,Mobile App,27-02-2024
SUB003217,C003217,Ava Iyer,avaiyer3217@outlook.com,Singapore,Standard,Yearly,10-04-2022,,Active,No,UPI,0,239.88,Sales,26-06-2022
SUB009683,C009683,Sneha Singh,snehasingh9683@yahoo.com,France,Basic,Yearly,18-08-2024,,Active,No,Credit Card,0,119.88,Mobile App,01-09-2024
SUB019355,C019355,Isabella Davis,isabelladavis19355@gmail.com,Australia,Basic,Monthly,18-02-2022,,Active,Yes,PayPal,5,9.49,Sales,25-02-2022
SUB014807,C014807,Sneha Davis,snehadavis14807@hotmail.com,Singapore,Premium,Yearly,03-10-2023,,Active,No,NetBanking,5,455.89,Mobile App,02-11-2023
SUB010469,C010469,Emma Taylor,emmataylor10469@hotmail.com,Canada,Basic,Monthly,03-07-2022,,Active,Yes,PayPal,0,9.99,Mobile App,27-09-2022
SUB009628,C009628,Vikram Khan,vikramkhan9628@company.com,Singapore,Enterprise,Yearly,23-05-2023,17-05-2024,Cancelled,No,Debit Card,15,1019.9,Sales,23-07-2023
SUB014234,C014234,Nikhil Iyer,nikhiliyer14234@yahoo.com,Singapore,Standard,Monthly,31-03-2023,,Active,Yes,PayPal,0,19.99,Web,12-04-2023
SUB004425,C004425,John Iyer,johniyer4425@gmail.com,France,Basic,Quarterly,13-12-2022,13-03-2023,Paused,No,Bank Transfer,15,25.47,Web,18-02-2023
SUB002321,C002321,Olivia Khan,oliviakhan2321@outlook.com,France,Enterprise,Yearly,12-10-2024,,Active,No,PayPal,5,1139.89,Web,25-10-2024
SUB007034,C007034,Rohit Reddy,rohitreddy7034@company.com,USA,Standard,Yearly,16-06-2024,,Active,No,Debit Card,15,203.9,Web,27-08-2024
SUB007017,C007017,Olivia Jain,oliviajain7017@yahoo.com,Australia,Standard,Monthly,18-11-2023,,Active,Yes,UPI,0,19.99,Web,24-12-2023
SUB015279,C015279,Rahul Kapoor,rahulkapoor15279@outlook.com,Germany,Basic,Yearly,27-06-2023,21-06-2024,Expired,No,Credit Card,0,119.88,Mobile App,11-09-2023
SUB007990,C007990,Rohit Khan,rohitkhan7990@outlook.com,India,Standard,Quarterly,03-11-2022,01-02-2023,Cancelled,No,PayPal,5,56.97,Partner,02-01-2023
SUB007132,C007132,Noah Chopra,noahchopra7132@yahoo.com,Australia,Basic,Yearly,01-05-2024,,Active,No,UPI,0,119.88,Web,13-06-2024
SUB000351,C000351,Meera Das,meeradas351@hotmail.com,UK,Standard,Yearly,20-06-2024,,Active,No,NetBanking,0,239.88,Sales,31-07-2024
SUB018386,C018386,Ananya Moore,ananyamoore18386@gmail.com,Canada,Standard,Monthly,10-08-2022,,Active,No,UPI,10,17.99,Sales,02-10-2022
SUB008484,C008484,Olivia Sharma,oliviasharma8484@gmail.com,Australia,Premium,Yearly,04-05-2024,,Active,No,UPI,5,455.89,Mobile App,12-07-2024
SUB007146,C007146,Ananya Jackson,ananyajackson7146@hotmail.com,India,Premium,Yearly,27-08-2023,,Active,No,PayPal,0,479.88,Sales,11-09-2023
SUB012241,C012241,Aditya Wilson,adityawilson12241@yahoo.com,UK,Premium,Monthly,28-10-2024,,Active,No,UPI,15,33.99,Sales,26-12-2024
SUB006994,C006994,Ava Nair,avanair6994@yahoo.com,Canada,Premium,Monthly,06-01-2023,,Active,Yes,NetBanking,5,37.99,Mobile App,15-02-2023
SUB005555,C005555,Manish Brown,manishbrown5555@gmail.com,India,Premium,Monthly,11-07-2025,,Active,No,Bank Transfer,0,39.99,Web,02-09-2025
SUB005160,C005160,Riya Singh,riyasingh5160@hotmail.com,Singapore,Enterprise,Monthly,12-09-2025,,Active,Yes,PayPal,10,89.99,Partner,28-10-2025
SUB003151,C003151,Amit Anderson,amitanderson3151@company.com,UK,Enterprise,Yearly,14-10-2025,,Active,No,Bank Transfer,0,1199.88,Web,14-11-2025
SUB005176,C005176,Pooja Davis,poojadavis5176@company.com,Germany,Enterprise,Monthly,18-06-2025,18-07-2025,Expired,No,Credit Card,20,79.99,Mobile App,14-07-2025
SUB019468,C019468,Kunal Johnson,kunaljohnson19468@company.com,Canada,Basic,Quarterly,06-02-2024,,Active,Yes,PayPal,10,26.97,Mobile App,16-02-2024
SUB010384,C010384,Ethan Jain,ethanjain10384@hotmail.com,Australia,Premium,Yearly,31-10-2025,26-10-2026,Paused,No,UPI,5,455.89,Partner,08-11-2025
SUB011445,C011445,Ethan Joshi,ethanjoshi11445@company.com,UK,Basic,Yearly,20-01-2022,15-01-2023,Cancelled,No,Debit Card,5,113.89,Mobile App,27-01-2022
SUB007287,C007287,Nikhil Kapoor,nikhilkapoor7287@outlook.com,Singapore,Premium,Yearly,08-11-2022,,Active,No,PayPal,5,455.89,Mobile App,05-12-2022
SUB002873,C002873,Divya Verma,divyaverma2873@hotmail.com,Singapore,Basic,Quarterly,25-05-2022,,Active,Yes,Credit Card,0,29.97,Web,20-07-2022
SUB006522,C006522,John Bhat,johnbhat6522@outlook.com,UK,Standard,Quarterly,12-08-2024,,Active,Yes,Bank Transfer,0,59.97,Web,25-10-2024
SUB015828,C015828,Riya Verma,riyaverma15828@hotmail.com,Canada,Enterprise,Quarterly,25-05-2024,,Active,Yes,Credit Card,5,284.97,Web,18-07-2024
SUB006635,C006635,Isabella Wilson,isabellawilson6635@outlook.com,France,Premium,Yearly,17-08-2023,,Active,No,Credit Card,20,383.9,Mobile App,26-09-2023
SUB011814,C011814,Aditya Bose,adityabose11814@hotmail.com,Australia,Premium,Monthly,13-07-2023,12-08-2023,Cancelled,No,PayPal,0,39.99,Sales,21-07-2023
SUB010614,C010614,Divya Moore,divyamoore10614@hotmail.com,India,Standard,Monthly,31-05-2024,30-06-2024,Cancelled,No,NetBanking,0,19.99,Sales,27-06-2024
SUB012039,C012039,Rohit Bhat,rohitbhat12039@gmail.com,Germany,Enterprise,Monthly,12-02-2022,,Active,Yes,NetBanking,0,99.99,Mobile App,15-04-2022
SUB004331,C004331,Arjun Roy,arjunroy4331@yahoo.com,France,Premium,Yearly,17-07-2023,,Active,No,Debit Card,0,479.88,Mobile App,05-08-2023
SUB016942,C016942,Kunal Gupta,kunalgupta16942@yahoo.com,Singapore,Premium,Monthly,14-10-2025,13-11-2025,Cancelled,No,Credit Card,0,39.99,Partner,03-01-2026
SUB012352,C012352,Ananya Anderson,ananyaanderson12352@gmail.com,UAE,Premium,Monthly,08-05-2023,,Active,Yes,UPI,0,39.99,Sales,30-06-2023
SUB015193,C015193,Divya Mehta,divyamehta15193@hotmail.com,UAE,Basic,Quarterly,14-06-2024,12-09-2024,Paused,No,PayPal,0,29.97,Sales,07-09-2024
SUB019988,C019988,Nikhil Malhotra,nikhilmalhotra19988@company.com,India,Premium,Yearly,18-08-2023,,Active,No,NetBanking,5,455.89,Web,14-11-2023
SUB019364,C019364,Kunal Moore,kunalmoore19364@outlook.com,Australia,Premium,Quarterly,28-07-2024,26-10-2024,Cancelled,No,Credit Card,0,119.97,Partner,27-08-2024
SUB003741,C003741,Emma Singh,emmasingh3741@yahoo.com,Canada,Premium,Yearly,01-10-2023,,Active,No,Bank Transfer,0,479.88,Mobile App,14-12-2023
SUB018516,C018516,John Reddy,johnreddy18516@yahoo.com,UAE,Premium,Quarterly,03-03-2025,,Active,Yes,PayPal,0,119.97,Web,31-03-2025
SUB003812,C003812,Sophia Jain,sophiajain3812@outlook.com,France,Standard,Monthly,08-03-2022,,Active,Yes,PayPal,0,19.99,Mobile App,19-05-2022
SUB014049,C014049,Ethan Patel,ethanpatel14049@outlook.com,India,Standard,Monthly,18-09-2023,18-10-2023,Cancelled,No,Bank Transfer,0,19.99,Web,10-11-2023
SUB007762,C007762,Pooja Brown,poojabrown7762@gmail.com,UAE,Enterprise,Quarterly,30-11-2024,,Active,Yes,UPI,20,239.98,Mobile App,17-02-2025
SUB008427,C008427,Noah Khan,noahkhan8427@outlook.com,USA,Premium,Monthly,18-12-2023,,Active,No,PayPal,0,39.99,Web,25-12-2023
SUB005399,C005399,Liam Iyer,liamiyer5399@hotmail.com,Germany,Standard,Monthly,27-09-2024,,Active,Yes,Debit Card,0,19.99,Partner,17-10-2024
SUB008391,C008391,Priya Saxena,priyasaxena8391@hotmail.com,UK,Standard,Yearly,29-03-2024,,Active,No,PayPal,0,239.88,Mobile App,23-05-2024
SUB006634,C006634,Olivia Roy,oliviaroy6634@company.com,Singapore,Basic,Yearly,06-12-2024,,Active,No,UPI,5,113.89,Sales,09-02-2025
SUB003365,C003365,Amit Joshi,amitjoshi3365@hotmail.com,USA,Standard,Quarterly,08-12-2022,,Active,No,UPI,20,47.98,Partner,01-01-2023
SUB001998,C001998,Ethan Mehta,ethanmehta1998@outlook.com,Singapore,Enterprise,Yearly,23-01-2023,18-01-2024,Paused,No,PayPal,0,1199.88,Sales,18-04-2023
SUB001607,C001607,Isabella Jackson,isabellajackson1607@hotmail.com,Australia,Standard,Yearly,31-07-2025,,Active,No,NetBanking,0,239.88,Partner,29-09-2025
SUB005244,C005244,Liam Patel,liampatel5244@yahoo.com,Canada,Premium,Yearly,26-10-2025,21-10-2026,Cancelled,No,UPI,0,479.88,Sales,30-12-2025
SUB007137,C007137,Ananya Roy,ananyaroy7137@company.com,France,Standard,Quarterly,28-01-2025,28-04-2025,Cancelled,No,PayPal,0,59.97,Sales,17-03-2025
SUB003609,C003609,Manish Patel,manishpatel3609@company.com,Singapore,Enterprise,Quarterly,14-11-2024,12-02-2025,Cancelled,No,Bank Transfer,0,299.97,Sales,04-12-2024
SUB000584,C000584,Meera Jain,meerajain584@outlook.com,France,Enterprise,Quarterly,30-11-2025,28-02-2026,Cancelled,No,NetBanking,0,299.97,Partner,18-02-2026
SUB003984,C003984,Rohit Singh,rohitsingh3984@hotmail.com,UAE,Premium,Monthly,19-02-2022,,Active,Yes,Credit Card,0,39.99,Web,22-02-2022
SUB014568,C014568,Noah Das,noahdas14568@gmail.com,France,Basic,Quarterly,14-07-2022,,Active,Yes,PayPal,0,29.97,Partner,25-08-2022
SUB000997,C000997,Nikhil Jackson,nikhiljackson997@company.com,Canada,Basic,Quarterly,19-05-2022,,Active,Yes,NetBanking,5,28.47,Mobile App,13-07-2022
SUB005284,C005284,Kunal Malhotra,kunalmalhotra5284@company.com,Singapore,Standard,Yearly,01-03-2022,,Active,No,NetBanking,0,239.88,Mobile App,19-05-2022
SUB002979,C002979,Rahul Nair,rahulnair2979@outlook.com,Germany,Standard,Monthly,12-07-2023,,Active,Yes,NetBanking,0,19.99,Web,10-09-2023
SUB013897,C013897,Manish Taylor,manishtaylor13897@gmail.com,UK,Premium,Yearly,29-03-2023,,Active,No,PayPal,0,479.88,Mobile App,03-05-2023
SUB017171,C017171,Kunal Taylor,kunaltaylor17171@outlook.com,Australia,Basic,Monthly,16-04-2025,,Active,Yes,Credit Card,0,9.99,Sales,12-07-2025
SUB000369,C000369,Priya Khan,priyakhan369@hotmail.com,Germany,Enterprise,Monthly,07-05-2024,06-06-2024,Cancelled,No,PayPal,0,99.99,Web,04-06-2024
SUB013000,C013000,Rohit Saxena,rohitsaxena13000@outlook.com,Australia,Premium,Quarterly,14-11-2022,,Active,No,Debit Card,0,119.97,Partner,06-01-2023
SUB015081,C015081,Olivia Gupta,oliviagupta15081@gmail.com,UK,Premium,Monthly,03-10-2025,02-11-2025,Expired,No,PayPal,0,39.99,Web,17-11-2025
SUB009921,C009921,Nikhil Anderson,nikhilanderson9921@gmail.com,USA,Enterprise,Monthly,27-10-2022,,Active,Yes,UPI,0,99.99,Partner,12-01-2023
SUB015861,C015861,Saurav Taylor,sauravtaylor15861@hotmail.com,Australia,Premium,Yearly,27-11-2025,,Active,No,Debit Card,0,479.88,Mobile App,04-12-2025
SUB010073,C010073,Sophia Jackson,sophiajackson10073@outlook.com,India,Basic,Quarterly,14-03-2025,,Active,No,Credit Card,0,29.97,Mobile App,25-03-2025
SUB015712,C015712,Olivia Brown,oliviabrown15712@outlook.com,USA,Premium,Monthly,02-04-2025,,Active,Yes,NetBanking,5,37.99,Partner,26-04-2025
SUB002504,C002504,Kunal Bhat,kunalbhat2504@gmail.com,India,Standard,Yearly,28-01-2024,,Active,No,Debit Card,20,191.9,Partner,28-03-2024
SUB016730,C016730,John Smith,johnsmith16730@outlook.com,Australia,Premium,Yearly,25-03-2024,,Active,No,Bank Transfer,0,479.88,Mobile App,22-05-2024
SUB015326,C015326,Mason Saxena,masonsaxena15326@gmail.com,UK,Basic,Monthly,12-07-2025,,Active,Yes,Bank Transfer,5,9.49,Sales,01-09-2025
SUB012324,C012324,Sneha Taylor,snehataylor12324@outlook.com,France,Enterprise,Monthly,23-09-2024,,Active,Yes,Credit Card,0,99.99,Web,19-10-2024
SUB018575,C018575,Pooja Chopra,poojachopra18575@hotmail.com,France,Enterprise,Quarterly,13-10-2022,11-01-2023,Expired,No,UPI,10,269.97,Web,11-12-2022
SUB009372,C009372,Kunal Sharma,kunalsharma9372@gmail.com,USA,Standard,Yearly,30-05-2025,,Active,No,UPI,10,215.89,Sales,27-06-2025
SUB014005,C014005,Rohit Verma,rohitverma14005@gmail.com,Canada,Premium,Quarterly,19-10-2024,,Active,Yes,Credit Card,20,95.98,Mobile App,20-11-2024
SUB003138,C003138,Sophia Singh,sophiasingh3138@yahoo.com,Germany,Standard,Quarterly,26-01-2025,,Active,No,Credit Card,20,47.98,Sales,25-03-2025
SUB016602,C016602,Riya Anderson,riyaanderson16602@outlook.com,Germany,Basic,Quarterly,12-06-2024,,Active,Yes,UPI,5,28.47,Mobile App,04-07-2024
SUB008755,C008755,Ananya Malhotra,ananyamalhotra8755@gmail.com,Canada,Enterprise,Quarterly,20-11-2024,,Active,Yes,UPI,10,269.97,Sales,03-01-2025
SUB017842,C017842,Riya Bhat,riyabhat17842@yahoo.com,Canada,Basic,Quarterly,10-01-2025,10-04-2025,Cancelled,No,PayPal,0,29.97,Web,16-03-2025
SUB018739,C018739,Ethan Anderson,ethananderson18739@yahoo.com,India,Basic,Quarterly,11-05-2025,,Active,Yes,UPI,15,25.47,Partner,16-05-2025
SUB010267,C010267,Arjun Singh,arjunsingh10267@company.com,Canada,Standard,Monthly,10-09-2022,,Active,Yes,NetBanking,0,19.99,Mobile App,20-09-2022
SUB018468,C018468,Arjun Mehta,arjunmehta18468@gmail.com,UK,Standard,Yearly,05-05-2025,,Active,No,Credit Card,0,239.88,Sales,25-06-2025
SUB001084,C001084,Noah Khan,noahkhan1084@outlook.com,Singapore,Premium,Monthly,03-03-2023,,Active,Yes,Debit Card,10,35.99,Mobile App,15-04-2023
SUB014588,C014588,Divya Reddy,divyareddy14588@gmail.com,Singapore,Standard,Quarterly,14-06-2023,12-09-2023,Paused,No,Debit Card,15,50.97,Sales,04-07-2023
SUB012818,C012818,Olivia Das,oliviadas12818@hotmail.com,Singapore,Standard,Yearly,08-11-2023,02-11-2024,Paused,No,Bank Transfer,0,239.88,Mobile App,14-01-2024
SUB000057,C000057,Olivia Smith,oliviasmith57@company.com,Singapore,Basic,Yearly,07-08-2025,,Active,No,NetBanking,0,119.88,Partner,31-10-2025
SUB019911,C019911,Olivia Singh,oliviasingh19911@company.com,Singapore,Standard,Yearly,26-12-2025,,Active,No,PayPal,5,227.89,Mobile App,02-01-2026
SUB019720,C019720,Ananya Moore,ananyamoore19720@outlook.com,Germany,Standard,Yearly,30-08-2025,,Active,No,Debit Card,0,239.88,Sales,02-11-2025
SUB004237,C004237,Neha Sharma,nehasharma4237@yahoo.com,India,Standard,Monthly,23-07-2023,22-08-2023,Cancelled,No,NetBanking,15,16.99,Mobile App,06-10-2023
SUB013312,C013312,Mason Patel,masonpatel13312@outlook.com,France,Enterprise,Quarterly,30-08-2025,,Active,Yes,Bank Transfer,15,254.97,Partner,24-09-2025
SUB006691,C006691,Isabella Jain,isabellajain6691@hotmail.com,France,Enterprise,Yearly,16-01-2023,,Active,No,PayPal,0,1199.88,Sales,13-02-2023
SUB013656,C013656,Sneha Smith,snehasmith13656@outlook.com,UAE,Enterprise,Monthly,08-01-2023,,Active,Yes,Debit Card,0,99.99,Sales,13-03-2023
SUB017345,C017345,Arjun Singh,arjunsingh17345@company.com,USA,Premium,Quarterly,24-09-2022,,Active,No,Debit Card,0,119.97,Partner,05-12-2022
SUB000317,C000317,Noah Iyer,noahiyer317@hotmail.com,Germany,Standard,Quarterly,07-11-2023,05-02-2024,Cancelled,No,UPI,0,59.97,Mobile App,07-11-2023
SUB002581,C002581,Isabella Nair,isabellanair2581@hotmail.com,India,Basic,Quarterly,16-06-2025,14-09-2025,Cancelled,No,PayPal,0,29.97,Web,18-08-2025
SUB015486,C015486,John Smith,johnsmith15486@hotmail.com,India,Basic,Monthly,17-02-2025,19-03-2025,Expired,No,PayPal,15,8.49,Web,27-04-2025
SUB018717,C018717,Riya Singh,riyasingh18717@outlook.com,Singapore,Enterprise,Monthly,13-02-2022,15-03-2022,Expired,No,Credit Card,5,94.99,Sales,24-04-2022
SUB004105,C004105,Ava Gupta,avagupta4105@hotmail.com,Australia,Standard,Quarterly,11-04-2024,,Active,Yes,UPI,5,56.97,Sales,13-04-2024
SUB003715,C003715,Ethan Khan,ethankhan3715@hotmail.com,Australia,Basic,Quarterly,26-12-2025,26-03-2026,Paused,No,Credit Card,10,26.97,Web,07-02-2026
SUB017552,C017552,Isha Davis,ishadavis17552@gmail.com,Australia,Standard,Quarterly,25-03-2023,23-06-2023,Cancelled,No,Bank Transfer,20,47.98,Sales,06-04-2023
SUB011111,C011111,Sophia Patel,sophiapatel11111@yahoo.com,Canada,Standard,Monthly,15-04-2025,,Active,Yes,UPI,0,19.99,Partner,30-06-2025
SUB012507,C012507,Ethan Singh,ethansingh12507@company.com,UAE,Standard,Yearly,09-06-2025,04-06-2026,Cancelled,No,PayPal,0,239.88,Partner,06-07-2025
SUB014887,C014887,Ananya Bhat,ananyabhat14887@gmail.com,UAE,Premium,Yearly,05-11-2025,,Active,No,PayPal,15,407.9,Web,13-01-2026
SUB013163,C013163,Ava Johnson,avajohnson13163@company.com,Germany,Standard,Yearly,25-04-2022,,Active,No,Bank Transfer,0,239.88,Partner,03-06-2022
SUB000677,C000677,Arjun Patel,arjunpatel677@gmail.com,Germany,Standard,Monthly,15-12-2022,,Active,Yes,UPI,15,16.99,Mobile App,20-02-2023
SUB000636,C000636,Priya Jackson,priyajackson636@hotmail.com,France,Premium,Monthly,01-06-2024,,Active,Yes,Debit Card,0,39.99,Partner,09-06-2024
SUB013323,C013323,Meera Das,meeradas13323@outlook.com,USA,Standard,Monthly,11-11-2025,,Active,Yes,NetBanking,10,17.99,Partner,13-12-2025
SUB012696,C012696,Liam Gupta,liamgupta12696@company.com,Germany,Enterprise,Monthly,25-07-2023,,Active,No,Bank Transfer,0,99.99,Sales,09-08-2023
SUB017899,C017899,Isabella Malhotra,isabellamalhotra17899@gmail.com,UK,Enterprise,Yearly,21-09-2023,15-09-2024,Cancelled,No,UPI,10,1079.89,Partner,19-11-2023
SUB015322,C015322,Nikhil Roy,nikhilroy15322@company.com,India,Standard,Monthly,10-06-2022,,Active,Yes,UPI,0,19.99,Partner,25-06-2022
SUB006417,C006417,Isha Nair,ishanair6417@company.com,Canada,Enterprise,Yearly,24-10-2022,,Active,No,Debit Card,0,1199.88,Sales,04-11-2022
SUB009438,C009438,Rahul Smith,rahulsmith9438@hotmail.com,UK,Premium,Quarterly,30-10-2025,28-01-2026,Cancelled,No,Debit Card,0,119.97,Sales,10-01-2026
SUB011787,C011787,Priya Khan,priyakhan11787@gmail.com,USA,Premium,Quarterly,23-05-2022,,Active,No,Debit Card,0,119.97,Mobile App,21-06-2022
SUB006623,C006623,Sneha Anderson,snehaanderson6623@hotmail.com,USA,Premium,Yearly,01-09-2024,27-08-2025,Cancelled,No,NetBanking,10,431.89,Partner,26-11-2024
SUB001800,C001800,Meera Saxena,meerasaxena1800@company.com,Australia,Premium,Monthly,08-05-2024,,Active,Yes,Bank Transfer,0,39.99,Sales,28-07-2024
SUB019774,C019774,Nikhil Moore,nikhilmoore19774@hotmail.com,USA,Premium,Quarterly,16-03-2022,14-06-2022,Paused,No,Debit Card,0,119.97,Mobile App,03-06-2022
SUB008620,C008620,Rahul Wilson,rahulwilson8620@outlook.com,France,Premium,Monthly,28-01-2024,,Active,Yes,UPI,0,39.99,Sales,31-01-2024
SUB008378,C008378,Emma Taylor,emmataylor8378@hotmail.com,Germany,Basic,Monthly,11-08-2022,,Active,No,UPI,0,9.99,Partner,27-09-2022
SUB003924,C003924,Neha Davis,nehadavis3924@hotmail.com,UAE,Basic,Monthly,16-10-2025,,Active,Yes,NetBanking,0,9.99,Web,10-01-2026
SUB009821,C009821,Divya Mehta,divyamehta9821@outlook.com,Singapore,Basic,Quarterly,22-05-2025,,Active,Yes,PayPal,0,29.97,Partner,10-07-2025
SUB019506,C019506,Noah Patel,noahpatel19506@gmail.com,India,Standard,Quarterly,05-05-2022,,Active,Yes,Debit Card,5,56.97,Sales,08-05-2022
SUB010780,C010780,Saurav Johnson,sauravjohnson10780@company.com,Singapore,Enterprise,Monthly,31-12-2024,30-01-2025,Cancelled,No,NetBanking,0,99.99,Web,16-01-2025
